9	1246500	9873079
9	1246501	9873079
9	1246502	9812361
9	1246502	9873079
9	1246503	9873079
9	1246504	9873079
9	1246505	9873079
9	1246509	10984505
9	1246510	10984505
9	3722426	7608990
9	3722426	9873079
9	8655732	16413149
9	8655733	16413149
9	8655734	16413149
9	8655735	16413149
9	8655736	16413149
9	20468915	9872768
9	20468916	9872768
